transaction_id,account_id,customer_id,transaction_timestamp,transaction_hour,is_weekend,amount,currency,transaction_type,channel,status,merchant_id,merchant_name,merchant_category,merchant_city,merchant_country,device_id,device_type,is_new_device,ip_address,auth_method,is_card_present,is_foreign_transaction,distance_from_home_km,time_since_prev_txn_mins,txn_count_last_24h,txn_count_last_7d,amount_to_account_avg_ratio,balance_after_txn
TXN_0000208,ACC_000161,CUST_00108,2026-04-30 23:59:03,23,0,340.78,INR,PURCHASE,POS,SUCCESS,MER_8430,Ola Cabs,TRANSPORT,Chandigarh,IN,DEV_885100,POS Terminal,0,,PIN,1,N,11.5,16907.87,0,0,0.1,1855.37
TXN_0000062,ACC_000074,CUST_00052,2026-03-31 18:35:48,18,0,2583.74,INR,PURCHASE,POS,SUCCESS,MER_5366,FreshMart Supermarket,GROCERY,Jaipur,IN,DEV_952118,POS Terminal,1,,SIGNATURE,1,N,367.2,32.0,2,2,1.385,22296.03
TXN_0000198,ACC_000063,CUST_00043,2026-04-29 10:43:49,10,0,26790.36,INR,TRANSFER,INTERNET_BANKING,SUCCESS,MER_8691,NEFT Beneficiary,FUND_TRANSFER,Chennai,IN,DEV_583326,Windows Desktop,1,49.32.20.200,PIN,0,FALSE,319.7,,0,0,,9042.44
TXN_0000708,ACC_000034,CUST_00023,2026-08-01 18:51:42,18,1,923.44,INR,PURCHASE,POS,SUCCESS,MER_8430,Ola Cabs,TRANSPORT,Chennai,IN,DEV_741199,POS Terminal,0,,SIGNATURE,1,N,9.3,54135.03,0,0,0.27,42382.53
TXN_0000535,ACC_000165,CUST_00111,2026-06-27 12:20:31,12,1,40966.57,INR,PURCHASE,POS,SUCCESS,MER_5005,Tanishq Jewellers,JEWELLERY,Ahmedabad,IN,DEV_608763,POS Terminal,1,,PIN,1,N,8.1,89444.33,0,0,24.003,159637.13
TXN_0000790,ACC_000125,CUST_00088,2026-08-12 16:54:48,16,0,19745.25,INR,PAYMENT,MOBILE_APP,SUCCESS,MER_4797,LIC Premium,INSURANCE,Ahmedabad,IN,DEV_818102,Windows Desktop,0,49.49.127.185,PIN,0,0,13.9,402.0,2,2,10.278,60701.22
TXN_0000360,ACC_000016,CUST_00010,2026-05-24 18:57:55,18,1,206.94,INR,PURCHASE,Pos,SUCCESS,MER_7380,Local Kirana Store,  GROCERY ,Mumbai,IN,DEV_582589,pos terminal,0,,PIN,1,N,5.3,31331.85,0,0,0.067,5442.45
TXN_0000625,ACC_000159,CUST_00107,2026-07-13 17:03:46,17,0,4510.13,INR,PURCHASE,ONLINE,SUCCESS,MER_9326,Flipkart,ECOMMERCE,Indore,IN,DEV_775699,android,0,49.56.210.172,OTP,0,N,12.0,54426.97,0,0,0.925,7554.81
TXN_0000705,ACC_000138,CUST_00094,2026-08-01 08:08:27,8,1,1150.36,INR,PURCHASE,Pos,SUCCESS,MER_7380,Local Kirana Store,GROCERY,Pune,IN,DEV_166240,,0,,NONE,1,0,605.1,52987.78,0,0,0.359,58872.67
TXN_0000225,ACC_000016,CUST_00010,2026-05-03 00:46:04,0,1,1492.01,INR,TRANSFER,INTERNET_BANKING,success,MER_9568,UPI P2P Transfer,,Mumbai,IN,DEV_582589,  Android ,0,49.37.167.152,OTP,0,FALSE,8.6,124.0,1,1,0.447,5649.39
TXN_0000440,ACC_000033,CUST_00022,07/06/2026 11:56,11,1,33700.39,INR,PURCHASE,ONLINE,SUCCESS,MER_6761,Luxury Goods Direct,JEWELLERY,,PH,,Windows Desktop,0,124.42.135.185,3DS,0,1,11708.3,23.92,2,2,0.937,18717.58
TXN_0000305,ACC_000141,CUST_00096,2026-05-16 08:13:01,8,1,10970.1,INR,PURCHASE,POS,,MER_8385,Max Hospital,HEALTHCARE,Indore,IN,DEV_789922,Pos Terminal,0,,PIN,1,0,7.1,14777.07,0,0,3.715,6419.7
TXN_0000394,ACC_000128,CUST_00089,2026-05-30 18:53:47,18,1,28370.95,INR,PURCHASE,ONLINE,Success,MER_6866,CryptoXchange Global,CRYPTO,Moscow,RU,DEV_832582,iOS,0,149.128.139.151,3DS,0,yes,4716.5,274.0,1,1,6.068,19962.79
TXN_0000328,ACC_000128,CUST_00089,2026-05-19 20:08:16,20,0,3645.93,INR,PAYMENT,  INTERNET_BANKING ,  SUCCESS ,MER_9568,UPI P2P Transfer,P2P_TRANSFER,Jaipur,IN,DEV_414467,Android,1,49.35.127.92,BIOMETRIC,0,0,22.3,24342.02,0,0,0.809,59569.69
TXN_0000609,ACC_000058,CUST_00041,2026-07-09 09:23:39,9,0,237.8,INR,PURCHASE,POS,SUCCESS,MER_2780,Uber India,TRANSPORT,Mumbai,IN,DEV_630354,POS Terminal,0,,,1,0,5.5,67991.83,0,0,0.149,3808.95
TXN_0000910,ACC_000142,CUST_00096,2026-09-05 21:24:37,21,1,349.29,INR,PURCHASE,POS,SUCCESS,MER_5795,Cafe Coffee Day,RESTAURANT,Indore,IN,DEV_199346,POS Terminal,0,,PIN,1,no,14.5,55207.02,0,0,0.124,5257.43
TXN_0000806,ACC_000046,CUST_00032,2026-08-14 10:38:41,10,0,51534.87,INR,  PURCHASE ,Mobile App,SUCCESS,MER_6866,CryptoXchange Global,CRYPTO,Pune,IN,DEV_564077,iOS,0,49.58.151.49,3DS,0,no,10.5,62.0,2,2,2.0,19486.85
TXN_0000549,ACC_000106,CUST_00076,2026-06-29 17:15:00,17,0,1102.08,INR,TRANSFER,mobile_app,SUCCESS,MER_6813,Jio Recharge,UTILITIES,Jaipur,IN,DEV_728672,Android,0,49.44.67.2,BIOMETRIC,0,no,11.3,31929.08,0,0,0.087,-3009.1
TXN_0000464,ACC_000173,CUST_00118,2026-06-13 15:18:36,15,1,3259.72,INR,PURCHASE,MOBILE_APP,SUCCESS,MER_8031,Amazon India,ECOMMERCE,Chennai,IN,DEV_794830,iOS,0,49.52.97.193,CVV,0,0,1.0,4904.07,0,3,0.255,88612.36
TXN_0000570,ACC_000083,CUST_00059,2026-07-04 16:39:17,16,1,1483.25,INR,PURCHASE,ONLINE,SUCCESS,MER_9326,Flipkart,ECOMMERCE,Kolkata,IN,,Android,1,49.54.86.181,3DS,0,no,5.1,43601.15,0,0,1.004,8373.16
TXN_0000256,ACC_000067,CUST_00045,2026-05-08 16:54:04,16,0,313.37,INR,PURCHASE,  POS ,SUCCESS,MER_8430,Ola Cabs,Transport,Jaipur,IN,DEV_605705,POS Terminal,1,,PIN,1,FALSE,9.6,,0,0,,49485.92
TXN_0000042,ACC_000068,CUST_00046,2026-03-28 23:50:17,23,1,44.08,INR,PURCHASE,POS,success,MER_6724,Zomato,FOOD_DELIVERY,,RU,DEV_369670,,0,,,1,TRUE,3816.2,222.0,2,2,0.015,11015.89
TXN_0000541,ACC_000072,CUST_00050,2026-06-28 12:53:33,12,1,1240.34,INR,PURCHASE,POS,SUCCESS,MER_6613,BigBazaar Retail,GROCERY,Coimbatore,IN,DEV_527288,  POS Terminal ,0,,SIGNATURE,1,no,1188.6,43876.7,0,0,0.841,33780.24
TXN_0000419,ACC_000043,CUST_00029,03/06/2026 15:38,15,0,2209.21,INR,PURCHASE,POS,SUCCESS,MER_6188,Apollo Pharmacy,HEALTHCARE,Jaipur,IN,DEV_562965,,0,,SIGNATURE,1,no,0.1,62.0,1,1,0.145,6057.57
TXN_0000427,ACC_000103,CUST_00074,2026-06-05 12:28:27,12,0,3230.38,INR,PURCHASE,Pos,SUCCESS,MER_3441,Indian Oil Petrol,FUEL,Coimbatore,IN,DEV_988704,,1,,NONE,1,N,267.1,,0,0,,68956.3
TXN_0000197,ACC_000128,CUST_00089,2026-04-28 23:00:40,23,0,1713.01,INR,PURCHASE,MOBILE_APP,,MER_9326,Flipkart,ECOMMERCE,Jaipur,IN,DEV_200174,Ios,1,49.53.33.88,OTP,0,FALSE,3.9,164.0,1,1,0.937,82197.55
TXN_0000181,ACC_000175,CUST_00119,2026-04-26 06:12:34,6,1,5725.72,INR,PURCHASE,,SUCCESS,MER_8031,Amazon India,ECOMMERCE,Jaipur,IN,DEV_764323,,0,49.52.219.69,OTP,0,FALSE,0.3,205.0,1,2,0.071,5178.22
TXN_0000266,ACC_000158,CUST_00106,2026-05-10 18:59:06,18,1,950.44,INR,PURCHASE,ONLINE,SUCCESS,MER_9326,Flipkart,ECOMMERCE,,IN,DEV_874633,iOS,1,49.37.175.100,CVV,0,no,1.5,,0,0,,187943.43
TXN_0000776,ACC_000171,CUST_00116,2026-08-11 04:19:29,4,0,32811.64,INR,TRANSFER,INTERNET_BANKING,SUCCESS,MER_9568,UPI P2P Transfer,P2P_TRANSFER,Manila,PH,DEV_185321,iOS,0,43.222.245.75,OTP,0,yes,7769.4,7264.97,0,2,1.231,25556.36
TXN_0000013,ACC_000072,CUST_00050,2026-03-24 21:52:16,21,0,517.04,INR,PURCHASE,,SUCCESS,MER_7380,Local Kirana Store,,Kolkata,IN,DEV_527288,POS Terminal,0,,PIN,1,0,8.8,386.0,1,1,0.522,45311.76
TXN_0000957,ACC_000009,CUST_00006,2026-09-14 09:27:46,9,0,255.62,INR,PURCHASE,POS,SUCCESS,MER_9194,PVR Cinemas,Entertainment,Mumbai,IN,DEV_849461,POS Terminal,0,,PIN,1,N,906.1,30100.57,0,0,0.106,13742.46
TXN_0000143,ACC_000081,CUST_00058,2026-04-18 17:04:48,17,1,38193.9,INR,PURCHASE,,SUCCESS,MER_8031,Amazon India,ECOMMERCE,,AE,DEV_566173,Android,1,118.146.178.225,3DS,0,Y,8506.4,,0,0,,102504.22
TXN_0000704,ACC_000080,CUST_00057,2026-07-31 23:03:31,23,0,113.99,INR,PURCHASE,POS,SUCCESS,MER_2780,Uber India,TRANSPORT,Gurugram,IN,DEV_967661,POS Terminal,0,,SIGNATURE,1,FALSE,7.6,331.0,3,3,0.022,1775.61
TXN_0000640,ACC_000101,CUST_00072,15/07/2026 03:55,3,0,5804.93,INR,PAYMENT,MOBILE_APP,SUCCESS,MER_9568,UPI P2P Transfer,P2P_TRANSFER,Chennai,IN,DEV_905671,Android,0,49.51.117.170,BIOMETRIC,0,0,11.3,399.0,1,1,1.498,40067.14
TXN_0000108,ACC_000023,CUST_00016,2026-04-11 16:31:53,16,1,1383.84,INR,PURCHASE,POS,SUCCESS,MER_9194,PVR Cinemas,ENTERTAINMENT,Lagos,NG,DEV_696152,POS Terminal,1,,,1,yes,10250.6,,0,0,,32940.79
TXN_0000087,ACC_000017,CUST_00011,2026-04-06 15:40:18,15,0,25.0,INR,PURCHASE,MOBILE_APP,SUCCESS,MER_7114,Myntra,APPAREL,Dubai,AE,DEV_869989,Android,1,112.168.194.113,OTP,0,yes,5385.6,305.0,1,1,0.007,31805.2
TXN_0000494,ACC_000116,CUST_00082,2026-06-20 05:31:24,5,1,265.1,INR,PURCHASE,POS,SUCCESS,MER_2780,Uber India,TRANSPORT,Hyderabad,IN,DEV_597484,POS Terminal,0,,,1,no,1104.0,173.0,3,3,0.1,60976.64
TXN_0000358,ACC_000125,CUST_00088,2026-05-24 15:12:03,15,1,1091.83,INR,PURCHASE,pos,SUCCESS,MER_5795,Cafe Coffee Day,,Mumbai,IN,DEV_818102,POS Terminal,0,,PIN,1,no,1095.0,407.0,1,1,0.4,82684.12
TXN_0000271,ACC_000046,CUST_00032,2026-05-11 07:49:06,7,0,-24174.13,INR,,POS,,MER_1412,Croma Electronics,ELECTRONICS,Pune,IN,DEV_564077,POS Terminal,0,,,1,FALSE,11.5,16646.72,0,0,0.82,89306.4
TXN_0000509,ACC_000138,CUST_00094,2026-06-25 12:15:40,12,0,468.0,INR,PURCHASE,POS,SUCCESS,MER_7380,Local Kirana Store,GROCERY,Pune,IN,DEV_166240,POS Terminal,0,,SIGNATURE,1,N,391.9,36827.2,0,0,0.088,61685.72
TXN_0000170,ACC_000178,CUST_00120,2026-04-22 13:00:01,13,0,1724.92,INR,  PURCHASE ,ONLINE,Success,MER_7114,Myntra,APPAREL,Chennai,IN,DEV_872714,  Windows Desktop ,1,,,0,no,1059.7,,0,0,,114878.95
TXN_0000757,ACC_000136,CUST_00093,2026-08-07 20:51:41,20,0,5741.14,INR,WITHDRAWAL,Atm,SUCCESS,MER_4174,HDFC ATM,Atm Withdrawal,Mysuru,IN,DEV_150075,,0,,PIN,1,FALSE,8.0,62019.82,0,0,0.874,7126.58
TXN_0000772,ACC_000111,CUST_00078,2026-08-10 01:20:03,1,0,1035.74,INR,PURCHASE,POS,SUCCESS,MER_6613,BigBazaar Retail,GROCERY,Chandigarh,IN,,POS Terminal,1,,PIN,1,0,7.9,388.0,2,2,0.959,18487.08
TXN_0000108,ACC_000023,CUST_00016,2026-04-11 16:31:53,16,1,1383.84,INR,PURCHASE,POS,SUCCESS,MER_9194,PVR Cinemas,ENTERTAINMENT,Lagos,NG,DEV_696152,POS Terminal,1,,,1,yes,10250.6,,0,0,,32940.79
TXN_0000015,ACC_000149,CUST_00101,2026-03-25 00:34:09,0,0,40.78,INR,PURCHASE,POS,SUCCESS,MER_5795,Cafe Coffee Day,RESTAURANT,Mysuru,IN,DEV_472686,POS Terminal,1,,PIN,1,no,2.8,,0,0,,14004.17
TXN_0000422,ACC_000083,CUST_00059,2026-06-04 09:00:08,9,0,25.0,INR,PURCHASE,,SUCCESS,MER_9326,Flipkart,ECOMMERCE,Kolkata,IN,DEV_329049,Windows Desktop,1,,CVV,0,N,4.2,10006.4,0,1,0.012,11678.66
TXN_0000878,ACC_000166,CUST_00112,2026-08-28 15:11:34,15,0,697.12,INR,PURCHASE,POS,SUCCESS,MER_6188,Apollo Pharmacy,HEALTHCARE,Hyderabad,IN,,,0,,SIGNATURE,1,no,16.7,251.0,2,2,0.038,12761.27
TXN_0000297,ACC_900007,,2026-05-14 23:57:03,23,0,15418.15,INR,PURCHASE,  ONLINE ,SUCCESS,MER_2854,MakeMyTrip,TRAVEL,Chandigarh,IN,DEV_507888,iOS,0,49.55.185.62,3DS,0,FALSE,196.9,24.0,3,3,2.451,961.46
TXN_0000039,ACC_000080,CUST_00057,2026-03-28 21:02:55,21,1,379.38,INR,PURCHASE,ONLINE,SUCCESS,MER_6393,IRCTC Rail,,Gurugram,IN,DEV_730520,Android,1,49.55.255.111,OTP,0,N,6.8,98.0,1,1,0.514,11633.87
TXN_0000574,ACC_000112,CUST_00079,2026-07-04 18:54:15,18,1,3381.39,INR,WITHDRAWAL,,SUCCESS,MER_2885,SBI ATM,ATM_WITHDRAWAL,Hyderabad,IN,DEV_378527,ATM Machine,0,,PIN,1,no,3.6,127.0,2,2,1.207,114933.9
TXN_0000311,ACC_000069,CUST_00047,2026-05-16T17:20:47,17,1,635.37,INR,PURCHASE,,SUCCESS,MER_9194,PVR Cinemas,ENTERTAINMENT,Hyderabad,IN,DEV_261719,Pos Terminal,0,,PIN,1,FALSE,1.4,8822.1,0,1,0.054,1894.37
TXN_0000200,ACC_000046,CUST_00032,2026-04-29 14:20:23,14,0,38890.23,INR,PURCHASE,POS,SUCCESS,MER_1438,Reliance Digital,  ELECTRONICS ,Pune,IN,DEV_564077,POS Terminal,0,,,1,0,4.8,7722.1,0,3,1.038,22170.35
TXN_0000748,ACC_000059,CUST_00042,2026-08-07 00:27:36,0,0,13727.17,INR,  TRANSFER ,INTERNET_BANKING,SUCCESS,MER_4797,LIC Premium,  INSURANCE ,Kochi,IN,DEV_577555,Android,0,49.43.124.231,,0,no,2.6,64.0,2,2,5.768,-2472.54
TXN_0000528,ACC_000094,CUST_00067,2026-06-27 06:13:24,6,1,239.58,INR,PURCHASE,POS,SUCCESS,MER_5795,Cafe Coffee Day,restaurant,Manila,PH,DEV_112885,,0,,PIN,1,Y,11188.3,20156.6,0,0,0.009,-330327.39
TXN_0000633,ACC_000016,CUST_00010,2026-07-13 23:37:32,23,0,525.68,INR,PURCHASE,ONLINE,SUCCESS,MER_9326,Flipkart,ECOMMERCE,Gurugram,IN,DEV_582589,,0,49.34.92.216,OTP,0,FALSE,704.7,229.0,2,2,0.159,5961.77
TXN_0000881,ACC_000100,CUST_00072,2026-08-29 22:39:21,22,1,3014.76,INR,PURCHASE,,SUCCESS,MER_6986,HP Fuel Station,fuel,Chennai,IN,DEV_144241,pos terminal,1,,PIN,1,no,10.8,28223.37,0,0,1.206,45897.29
TXN_0000088,ACC_000017,CUST_00011,06/04/2026 18:33,18,0,18271.86,INR,,POS,SUCCESS,MER_5941,Duty Free Electronics,Electronics,Mumbai,IN,DEV_696805,POS Terminal,1,,PIN,1,N,6.7,173.0,2,2,9.882,13533.35
TXN_0000323,ACC_000135,CUST_00093,2026-05-18 12:58:43,12,0,27886.37,INR,PURCHASE,ONLINE,SUCCESS,MER_1412,Croma Electronics,ELECTRONICS,Mysuru,IN,DEV_480002,iOS,0,49.34.125.20,3DS,0,N,12.4,5.62,2,2,2.067,-55452.03
TXN_0000613,ACC_000107,CUST_00077,2026-07-10 21:40:34,21,0,11981.35,INR,TRANSFER,INTERNET_BANKING,SUCCESS,MER_4797,LIC Premium,INSURANCE,Indore,IN,,Android,0,49.39.106.241,OTP,0,no,2.9,251.0,1,1,1.494,14233.71
TXN_0000459,ACC_000094,CUST_00067,2026-06-13 02:59:53,2,1,,INR,TRANSFER,INTERNET BANKING,SUCCESS,MER_6866,CryptoXchange Global,CRYPTO,Lagos,NG,DEV_112885,Android,0,186.22.247.12,OTP,0,TRUE,2392.9,18648.45,0,0,6.662,-167878.25
TXN_0000282,ACC_000117,CUST_00082,2026-05-13 11:54:09,11,0,19251.51,INR,TRANSFER,mobile_app,SUCCESS,MER_8691,NEFT Beneficiary,FUND_TRANSFER,Mumbai,IN,DEV_428282,Android,1,49.58.234.172,OTP,0,N,2.9,47439.8,0,0,102.002,135401.8
TXN_0000399,ACC_000118,CUST_00083,2026-05-31 17:57:58,17,1,1080.76,INR,PURCHASE,pos,SUCCESS,MER_9194,PVR Cinemas,ENTERTAINMENT,Ahmedabad,IN,DEV_420415,POS Terminal,0,,,1,N,1327.8,32510.75,0,0,1.731,80953.72
TXN_0000173,ACC_000046,CUST_00032,2026-04-24 00:06:17,0,0,110329.47,INR,PURCHASE,POS,SUCCESS,MER_5005,Tanishq Jewellers,JEWELLERY,Pune,IN,DEV_564077,POS Terminal,0,,,1,0,1.0,258.0,1,1,129.281,62262.05
TXN_0000452,ACC_000173,CUST_00118,2026-06-10 05:34:32,5,0,20025.36,INR,  PURCHASE ,POS,,MER_1438,Reliance Digital,ELECTRONICS,Chennai,IN,DEV_794830,POS Terminal,0,,PIN,1,FALSE,3.7,387.0,2,2,2.177,91872.08
TXN_0000468,ACC_000172,CUST_00117,2026-06-13 22:49:13,22,1,4110.84,INR,WITHDRAWAL,ATM,SUCCESS,MER_4174,HDFC ATM,ATM_WITHDRAWAL,Chandigarh,IN,DEV_699672,,1,,PIN,1,0,7.7,67.0,1,1,151.753,2727.56
TXN_0000573,ACC_000114,CUST_00081,2026-07-04 18:51:16,18,1,2136.2,INR,PURCHASE,POS,SUCCESS,MER_6613,BigBazaar Retail,GROCERY,Chennai,IN,DEV_450862,POS Terminal,1,,NONE,1,N,7.6,27206.15,0,0,3.221,110159.65
TXN_0000915,ACC_000155,CUST_00103,2026-09-07 00:18:54,0,0,5538.45,INR,,  POS ,FAILED,MER_5941,Duty Free Electronics,ELECTRONICS,Kochi,IN,DEV_459057,POS Terminal,0,,NONE,1,N,10.7,35.82,3,6,0.071,155664.93
TXN_0000285,ACC_000117,CUST_00082,2026-05-13 15:19:09,15,0,619.32,INR,,POS,SUCCESS,MER_6986,HP Fuel Station,FUEL,Jaipur,IN,DEV_428282,POS Terminal,0,,PIN,1,FALSE,1337.6,205.0,1,1,0.064,134782.48
TXN_0000381,ACC_000072,CUST_00050,2026-05-28 14:21:51,14,0,4945.88,INR,WITHDRAWAL,ATM,SUCCESS,MER_4174,HDFC ATM,ATM_WITHDRAWAL,Kolkata,IN,DEV_527288,ATM Machine,0,,PIN,1,no,7.6,83557.5,0,0,7.581,38610.95
TXN_0000120,ACC_000149,CUST_00101,2026-04-13 10:18:10,10,0,1339.88,INR,TRANSFER,MOBILE_APP,SUCCESS,MER_9568,UPI P2P Transfer,P2P TRANSFER,Mysuru,IN,DEV_301814,iOS,0,49.58.253.143,BIOMETRIC,0,FALSE,10.2,57.0,1,1,0.392,13849.76
TXN_0000109,ACC_000060,CUST_00042,11/04/2026 19:18,19,1,,INR,PURCHASE,POS,SUCCESS,MER_8430,Ola Cabs,TRANSPORT,Kochi,IN,DEV_142238,POS Terminal,1,,PIN,1,no,5.0,,0,0,,78881.78
TXN_0000006,ACC_000005,CUST_00004,2026-03-23 06:30:19,6,0,9924.08,INR,  WITHDRAWAL ,ATM,SUCCESS,MER_4174,HDFC ATM,Atm Withdrawal,Moscow,RU,DEV_110821,ATM Machine,0,,PIN,1,1,7333.2,39.0,1,1,396.963,28742.71
TXN_0000610,ACC_000058,CUST_00041,2026-07-09 10:19:39,10,0,1523.84,INR,PAYMENT,MOBILE_APP,SUCCESS,MER_9568,UPI P2P Transfer,p2p_transfer,Mumbai,IN,DEV_630354,android,0,49.38.86.1,BIOMETRIC,0,no,2.0,56.0,1,1,1.213,2285.12
TXN_0000252,ACC_000116,CUST_00082,2026-05-08 00:39:55,0,0,220.89,INR,PURCHASE,Pos,SUCCESS,MER_2780,Uber India,TRANSPORT,Mumbai,IN,DEV_597484,POS Terminal,0,,PIN,1,0,17.2,153.0,1,1,0.032,68391.96
TXN_0000846,ACC_000096,CUST_00069,2026-08-22 10:22:15,10,1,41455.46,INR,PAYMENT,INTERNET BANKING,SUCCESS,MER_8691,NEFT Beneficiary,Fund Transfer,Kochi,IN,DEV_475121,iOS,0,49.39.44.167,PIN,0,FALSE,674.5,13048.95,0,0,4.233,15139.9
TXN_0000968,ACC_000166,CUST_00112,2026-09-15 13:18:11,13,0,21993.13,INR,Payment,INTERNET_BANKING,  SUCCESS ,MER_4797,LIC Premium,INSURANCE,Chandigarh,IN,DEV_493914,Android,0,49.50.223.130,BIOMETRIC,0,N,1211.3,319.0,1,3,1.468,12314.64
TXN_0000845,ACC_000085,CUST_00061,20/08/2026 19:49,19,0,2101.84,INR,PAYMENT,Mobile App,SUCCESS,MER_9568,UPI P2P Transfer,P2P_TRANSFER,Kolkata,IN,DEV_339038,  Windows Desktop ,0,49.44.135.2,OTP,0,FALSE,2.8,241.0,1,1,0.384,51334.0
TXN_0000937,ACC_000166,CUST_00112,10/09/2026 08:16,8,0,1853.6,INR,  PURCHASE ,POS,SUCCESS,MER_6188,Apollo Pharmacy,HEALTHCARE,Hyderabad,IN,DEV_493914,POS Terminal,0,,,1,N,0.2,18010.27,0,0,0.112,15468.52
TXN_0000532,ACC_000050,CUST_00034,2026-06-27 08:04:04,8,1,1441.05,INR,PURCHASE,mobile_app,SUCCESS,MER_4971,BetKing Online,GAMBLING,Indore,IN,DEV_563621,iOS,0,49.41.192.97,3DS,0,N,12.0,7.0,2,2,0.141,115755.44
TXN_0000136,ACC_000129,CUST_00089,2026-04-15 10:18:02,10,0,778.25,INR,PAYMENT,,SUCCESS,MER_6813,Jio Recharge,UTILITIES,Jaipur,IN,DEV_831952,Windows Desktop,1,49.57.158.171,OTP,0,0,4.0,,0,0,,41282.33
TXN_0000103,ACC_000004,CUST_00003,2026-04-09T17:13:43,17,0,3733.03,INR,PURCHASE,POS,,MER_8385,Max Hospital,,Indore,IN,DEV_130170,  POS Terminal ,1,,PIN,1,FALSE,9.2,,0,0,,2416.97
TXN_0000858,ACC_000105,CUST_00076,2026-08-24 19:42:04,19,0,1149.32,INR,PAYMENT,MOBILE_APP,SUCCESS,MER_6813,Jio Recharge,UTILITIES,Jaipur,IN,DEV_845476,,0,49.45.61.32,OTP,0,FALSE,10.5,223001.8,0,0,0.922,23742.01
TXN_0000985,ACC_000008,CUST_00006,17/09/2026 23:06,23,0,1649.92,INR,PURCHASE,ONLINE,SUCCESS,MER_2854,MakeMyTrip,TRAVEL,Noida,IN,DEV_238327,iOS,1,49.43.133.68,OTP,0,N,5.7,,0,0,,75000.14
TXN_0000871,ACC_000040,CUST_00026,2026-08-27 09:53:29,9,0,2770.91,INR,PURCHASE,ONLINE,SUCCESS,MER_8031,Amazon India,ECOMMERCE,Chennai,IN,DEV_946007,  Android ,1,49.44.56.237,OTP,0,0,608.0,,0,0,,20891.53
